ftp server anonymous;storage;Anonymous Login;تسجيل دخول مجهول;Connexion anonyme;;;;;;;匿名登錄;匿名登录;
treeapp antenna diversity;main;Antenna diversity;تنوُّع الهوائي;Diversité d’antenne;Antenna Diversity;Antenna Diversity;;;;;;;
sysfw dos head;firewall;Anti denial of service;مضاد رفض الخدمة;Anti denial-of-service;;;;;;;;;
sysfw dos title;firewall;Anti denial of service (DoS);مضاد رفض الخدمة (DoS);Anti denial-of-service (DoS);;;;;;;;;
treeapp ap client;main;AP Client;عميل نقطة الوصول;Client du point d’accès;AP Client;AP Client;;;;;;;
opmode apClientMode;main;AP Client Mode;وضع عميل نقطة الوصول;Mode client AP;;;;;;;;;
opmode mode a;main;AP Client:;عميل نقطة الوصول:;Client du point d’accès :;AP Client:;AP Client:;;;;;;;
basic apisolated;wireless;AP Isolation;عزل نقطة الوصول;Isolement du point d’accès;AP Isolation;AP Isolation;;;;;;;
basic wds ap macaddr;wireless;AP MAC Address;عنوان MAC الخاص بنقطة الوصول;Adresse MAC du point d’accès;;;;;;;網路橋接器MAC位址;无线存取节点MAC地址;
wps ap pin;wps internet;AP PIN: ;رمز PIN الخاص بنقطة الوصول:;NIP du point d’accès :;;;;;;;;;
apn;admin internet;APN;اسم نقطة الوصول;APN;;;;;;;;;APN
apnName;internet;APN name;اسم نقطة الوصول;Nom APN;;;;;;;;;APN名
qos classifier l7;internet;Application;التطبيق;Application;;;;;;;應用;应用;
apply;firewall admin internet main storage wireless;Apply;تطبيق;Appliquer;;;;;;;;;適用
adv apds capable;wireless;APSD Capable;مؤهل ل APSD;Attribution APSD;;;;;;;自動省電模式功能;直接联机能力;
arabic;admin;Arabic;العربية;;;;;;;;;;
ignoreMsg;main;Are you sure to ignore changes?;هل أنت متأكد من تجاهل التغييرات ؟;Êtes-vous sûr(e) de vouloir ignorer la modification ?;;;;;;;;;
addprof ascii;wireless;Ascii Text;نص Ascii;Texte Ascii;;;;;;;ASCII純文字;ASCII;
advStatus attachState;admin;Attach State;حالة الإرفاق;État d’attache;;Attach State;;;;;;;
qos group attr;internet;Attribute;السمة;Attribut ;;;;;;;屬性;属性;
adv country code au;wireless;AU (Australia);(أستراليا ) AU;AU (Australie);AU (Australia);AU (Australia);;;;;;;
station auth;wireless;Only accept authenticated SMS messages;مصادقة;Authenticité;;;;;;;認證方式;认证方式;権限の有る番号からのSMS メッセージのみを受信する
authentication type;internet wireless;Authentication type;نوع المصادقة;Type d’authentification;;;;;;;;;認証タイプ
pdpType;internet wireless;PDP type;;;;;;;;;;;
ipv4;internet wireless;IPv4;;;;;;;;;;;
ipv6;internet wireless;IPv6;;;;;;;;;;;
ipv4v6;internet wireless;IPv4v6;;;;;;;;;;;
auto;internet wireless;Auto;تلقائي;Automatique;;;;;;;;;自動
wwan interface;internet wireless;WWAN;WWAN;WWAN;;;;;;;;;WWAN
GUI autoAPNenabled;NTC-GUI;Auto APN Select Mode enabled;وضع التحديد التلقائي لاسم نقطة الوصول يعمل;Mode de sélection automatique APN activé;;;;;;;;;
basic ht addba;wireless;Auto Block ACK;إخطار الحظر التلقائي;Blocage auto ACK;;;;;;;自動區塊答應;自动单一区块确认;
autoConnect;internet;Profile enabled;توصيل تلقائي;Autoconnexion;;;;;;;;;
mesh autolink;wireless;Auto Link;ربط تلقائي;Liaison auto.;;;;;;;自動連結;自动连结;
band autoband;internet;Autoband;مجموعة تلقائية;Bande auto;;;;;;;;自动band;
band automatic;internet;Automatic;تلقائي;Automatique;;;;;;;;自动;自動
plmn reference;internet;Network access technology preference;;;;;;;;;;;有線ネットワーク　アクセス　テクノロジ
plmn reference 2g;internet;2G;;;;;;;;;;;2G
plmn reference 3g;internet;3G;;;;;;;;;;;3G
plmn reference 4g;internet;4G;;;;;;;;;;;4G
cost effective mode;internet;Cost effective mode;وضع فعالة من حيث التكلفة;Mode efficace des coûts;;;;;;;;;費用対効果の高いモード
automatic 3g backup;NTC-GUI TELUS-GUI internet admin;Automatic MBB backup;النسخ الاحتياطي التلقائي لشبكة MBB;Basculer automatiquement à MBB;;;;;;;;;
automatic 3g failover;NTC-GUI TELUS-GUI internet admin;Automatic MBB failover;;Activation automatique de la connexion MBB;;;;;;;;;
basic frequency auto;wireless;AutoSelect;تحديد تلقائي;Sélection auto.;;;;;;;自動選取;自动选取;
band available;internet;Available;متاح;Disponible;;;;;;;;;
staadv bgprotect;wireless;B/G Protection;حماية B/G;Protection B/G ;;;;;;;B/G保護機制;B/G保护机制;
GUI back;NTC-GUI TELUS-GUI;Back;للخلف;Retour;;;;;;;;上一步;
band bandTitle;main internet;Operator settings;إعدادات المجموعة;Paramètres de bande;;;;;;;;Band 设置;
treeapp basic;main wireless;Basic;أساسي;Paramètres de base;;;;;;;基本設定;基本设置;
adv basic data rate;wireless;Basic Data Rates;معدلات البيانات الأساسية;Débits de données basiques;;;;;;;基本資料傳輸速率;基本数据传输速率;
port basic setting;wireless firewall;Basic Settings;الإعدادات الأساسية;Paramètres de base;;;;;;;基本設定;基本设置;
GUI THbasicStatus;NTC-GUI TELUS-GUI;Basic status;الحالة الأساسية ;État de base;;;;;;;;基本状态;
basic title;wireless;Basic wireless settings;إعدادات الشبكة اللاسلكية الأساسية;Paramètres de base de la connexion sans fil (WiFi);;;;;;;;;
batteryLevel;main;Battery Level;مستوى طاقة البطارية;;;;;;;;;;
status batteryPowered;admin;Battery powered;يعمل على البطارية;Alimenté sur piles;;;;;;;;;
batteryStatus;admin;Battery Status;حالة البطارية;;;;;;;;;;
adv beacon interval;wireless;Beacon interval;فاصل التنبيه;Intervalle de balise;;;;;;;訊號間隔;信标间隔;
adv bgpro;wireless;BG protection mode;وضع حماية BG;Mode de protection BG ;;;;;;;BG保護模式;BG保护模式;
upload warningMsg4;admin;Bootloader Upgrade: Please specify a file.;ترقية ال Bootloader: يرجى تحديد ملف.;Mise à niveau du Bootloader : Veuillez spécifier un fichier.;;Bootloader Upgrade: Please specify a file.;;;;;;;
brazilWest;main;Brazil West ;غرب البرازيل;Brésil Ouest;;;;;;;;;
bridge mode;main wireless;Bridge Mode;وضع الجسر;Mode pont (bridge);;;;;;;;;
opmode mode b;main;Bridge:;جسر:;Pont :;Bridge:;Bridge:;;;;;;;
basic broadcast ssid;wireless;Broadcast Network Name (SSID);بث اسم الشبكة (SSID);Nom de réseau de diffusion (SSID);;;;;;;廣播網路名稱（無線網路識別碼）;广播网络名称（服务集合标识符）;
bssid;wireless;BSSID;BSSID ;BSSID;;;;;;;;;
status statusBusycallforward;admin;Busy Call Forwarding;إعادة توجيه المكالمات عند انشغال الخط;Renvoi d'appel sur ligne occupée;;;;;;;;;
staadv bw;wireless;BW;BW;BW;;;;;;;頻寬;带宽;
adv country code ca;wireless;CA (Canada);(كندا) CA;CA (Canada);;;;;;;;加拿大（CA）;
addprof ca cert;wireless;CA certificate;شهادة كندا;Certificat CA;;;;;;;憑證授權單位;数字身份认证;
addprof ca cert path;wireless;CA Certificate Path;مسار شهادة كندا;Chemin d’accès au certificat CA;;;;;;;憑證授權單位路徑;数字身份认证路径;
status statusCallwaiting;admin;Call Waiting;انتظار المكالمات;Appel en attente;;;;;;;;;
status callForwardingStatus;admin;Call Forwarding Status;حالة توجيه الدعوة;Transfert d’appels;;;;;;;;;
status callforwarding;admin;Call-Forwarding;إعادة توجيه المكالمات;Transfert d’appels;;;;;;;;;
addprof cam;wireless;CAM (Constantly Awake Mode);وضع الانتباه الدائم (CAM);Mode d’activation continue;;;;;;;持續喚醒模式（CAM）;持续唤醒模式（CAM）;
warningMsg09;internet;Can not get the mac address.;لا يمكن الحصول على عنوان MAC.;Impossible d’obtenir l’adresse mac.;;;;;;;;;
cancel;NTC-GUI admin internet main storage wireless;Cancel;إ لغاء;Annuler;stornieren;;;;;;;;キャンセル
capacity;admin;Capacity;السعة;Capacité;;;;;;;;;
qos Ceil;internet;Ceil:;السقف:;Plafonnement :;;;;;;;可借用最大頻寬:;可借用最大带宽:;
advStatus cellID;admin;Cell ID;هوية الخلية;ID de cellule;;Cell ID;;;;;;;セルID
wwan changeProfileName;internet;Change Profile Name;تغيير اسم ملف التعريف;Modifier le nom du profil;;;;;;;;Change Profile 名称;
syslog confirm;admin;Changing the remote log server IP address will clear the current log. Do you want to apply the setting?;سيؤدي تغيير عنوان IP خادم التسجيل عن بعد إلى مسح السجل الحالي. هل تريد تطبيق الإعداد؟ ;Le changement du serveur à distance du log effacera le log actuel. Voulez vous confirmer les changements;;;;;;;;;
channel;wireless main;Channel;القناة;Canal;;;;;;;;;
basic ht channel bandwidth;wireless;Channel BandWidth;النطاق الترددي للقناة;Largeur de bande de canal;;;;;;;頻道頻寬;频道带宽;
advStatus channelNumber EARFCN;admin;Channel number (EARFCN);رقم القناة (EARFCN);Numéro de canal (EARFCN);;;;;;;Channel Number (EARFCN);;チャンネル番号（EARFCN）
advStatus channelNumber UARFCN;admin;Channel number (UARFCN);رقم القناة (UARFCN);Numéro de canal (UARFCN);;;;;;;Channel Number (UARFCN);;チャンネル番号（UARFCN）
advStatus channelNumber ARFCN;admin;Channel number (ARFCN);رقم القناة (ARFCN);Numéro de canal (ARFCN);;;;;;;Channel Number (ARFCN);;チャンネル番号（ARFCN）
advStatus channelNumber NONE;admin;Channel number;رقم القناة;Numéro de canal;;;;;;;Channel Number;;チャンネル番号
charge;admin;Charge;شحن;Charge;;;;;;;;;
upload logIndex4;admin;Checking firmware image;التحقق من نسخة الفيرم وير;Vérification de l’image du microprogramme en cours;;;;;;;;;
upload logIndex1;admin;Checking firmware name;التحقق من اسم الفيرم وير;Vérification du nom du microprogramme en cours;;;;;;;;;
choose apn;NTC-GUI TELUS-GUI internet;Choose an APN here;اختر اسم نقطة وصول هنا;Choisissez un APN ici;;;;;;;;;
click to choose apn;NTC-GUI TELUS-GUI internet;Click here to choose an APN;انقر هنا لاختيار APN;Cliquez ici pour choisir un APN;;;;;;;;;
qos classifier title;internet;Classifier Settings;إعدادات المصنف;Paramètres du classifieur;;;;;;;QoS规则設定;QoS规则設置;
clear;internet NTC-GUI TELUS-GUI admin main;Clear;مسح;Effacer;;;;;;;;;クリア
clickHere;main;Click here;انقر هنا;cliquez ici;;;;;;;;;
hold;internet;Hold;عقد;tenir;;;;;;;;;保持
cliskToShow;main;Click here to display;انقر هنا للعرض;Cliquez ici pour afficher;;;;;;;;;
addprof client cert;wireless;Client certificate;شهادة العميل;Certificat client;;;;;;;用戶端憑證;客户端数字证书;
addprof client cert path;wireless;Client Certificate Path;مسار شهادة العميل;Chemin d’accès au certificat client;;;;;;;用戶端憑證路徑;客户端数字证书路径;
close;admin wireless;Close;إغلاق;Fermer;;;;;;;;;閉じる
treeapp closeall;main;close all;إغلاق الكل;tout fermer;;;;;;;關閉全部;关闭全部;
colombia;main;Colombia ;كولومبيا;Colombie;;;;;;;;;
syscommand command;admin;Command:;أمر:;Commande :;;;;;;;指令：;指令：;
comment;firewall internet;Comment;تعليق;Commentaire;;;;;;;;;コメント
status compatible;main;Compatible;متوافق;Compatible;;;;;;;;;
MEP unlock code;internet;Network unlock code;الهندسة الكهربائية والميكانيكية فك شفرة;MEP code de déverrouillage;;;;;;;;;
wwan confirmMEP;internet;Confirm network unlock code;أكد MEP;Confirmer le MEP;;Confirm MEP;;;;;;;
MEP unsuccessful;internet;Sorry, the network unlock failed. Please try again.;الهندسة الكهربائية والميكانيكية فتح العملية غير ناجحة، يرجى المحاولة مرة أخرى.;MEP déverrouillage opération échoue, s'il vous plaît essayez de nouveau.;;;;;;;;;ネットワーク　ロック解除に失敗しました、やり直して下さい
MEP unsuccessful 3g22wv;internet;The network unlock code is incorrect. Please try again.;الهندسة الكهربائية والميكانيكية فتح العملية غير ناجحة، يرجى المحاولة مرة أخرى.;MEP déverrouillage opération échoue, s'il vous plaît essayez de nouveau.;;;;;;;;;
MEP successful;internet;The unlock code is correct.;;;;;;;;;;;
confirmPassword;NTC-GUI admin internet;Confirm password;أكد كلمة المرور;Confirmer le Password;;;;;;;;;パスワード確認
confirmPin;NTC-GUI internet;Confirm PIN;أكد رمز PIN;Confirmer le NIP;;;;;;;;;
wwan confirmPUK;internet;Confirm PUK;أكد رمز PUK ;Confirmer le PUK;;Confirm PUK;;;;;;;PUKを確認
scan connet;wireless;Connect;اتصال;Connexion;;;;;;;連結;连结;
connected;NTC-GUI TELUS-GUI main;Connected;متصل;Connecté;;;;;;;;;接続
port connected;NTC-GUI TELUS-GUI main;Port Connected;منفذ متصلة;Port Connecté;;;;;;;;;
stalist connectedTime;wireless;Connected time;وقت الاتصال;Temps de connexion;;;;;;;;;
status connect type;admin;Connection type;نوع الاتصال;Type de connexion;;;;;;;連接型態;联机型态;
connecting;NTC-GUI TELUS-GUI admin main;Connecting...;جاري الإتصال;Connexion en cours;;;;;;;;;接続中・・・・
waiting;admin;Waiting...;انتظار;attente;;;;;;;;;待機中
disconnecting;admin;Disconnecting...;فصل;Déconnexion;;;;;;;;;切断中・・・
roaming;admin;Roaming;تجوال;errant;;;;;;;;;ローミング
status connection;NTC-GUI admin;Connection status;حالة الاتصال;État de la connexion;;;;;;;無線連接狀態;无线联机状态;接続ステータス
Connection Status;NTC-GUI admin;Connection Status;حالة الاتصال;État de la connexion;;;;;;;無線連接狀態;无线联机状态;
cellularConnectionStatus; ;Cellular connection status;حالة الاتصال;État de la connexion;;;;;;;無線連接狀態;无线联机状态;セルラー接続状態
status ipsec;NTC-GUI admin;IPSec VPN status;;;;;;;;;;;IPSecVPN状態
status ip up time;admin;Connection Up Time;فترة الإتصال;Temps d’établissement de la connexion;;;;;;;;;
secure warningMsg21;wireless;contains invalid characters.;تحتوي على أحرف غير صالحة.;contient des caractères non valides.;;contains invalid characters.;;;;;;;
content filter title;firewall;Content Filter Settings;إعدادات تصفية المحتوى;Paramètres de filtrage de contenu;;;;;;;內容過濾設定;内容过滤设置;
treeapp content filtering;main;Content Filtering;تصفية المحتوى;Filtrage de contenu ;;;;;;;內容過濾;内容过滤;
country code;admin wireless;Country Code;كود الدولة;Indicatif du pays;;;;;;;;;国コード（MCC）
country code;spec_ntc_v2;Mobile country code;كود الدولة;Indicatif du pays;;;;;;;;;国コード（MCC）
country code;spec_vdf;Country code;كود الدولة;Indicatif du pays;;;;;;;;;国コード（MCC）
staadv country;wireless;Country Region Code;كود منطقة الدولة;Indicatif régional du pays;;;;;;;國家範圍碼;国家范围代码;
